bag_id,segment_id,min_x,max_x,min_y,max_y
70,40,506,521,90,109,
70,41,1188,1205,92,110,
70,42,163,179,96,120,
70,43,1038,1052,96,114,
70,44,377,393,98,114,
70,45,47,64,102,128,
70,46,437,454,102,119,
70,47,803,824,102,117,
70,48,243,262,103,129,
70,49,129,153,105,134,
70,50,507,547,105,132,
70,51,206,235,110,131,
70,52,272,304,110,136,
70,53,98,117,116,136,
70,54,1172,1190,123,136,
70,55,701,727,126,143,
71,0,328,363,6,17,
71,1,701,726,6,19,
71,2,736,767,6,20,
71,3,369,398,7,29,
71,4,184,202,8,23,
71,5,1145,1163,14,33,
71,6,573,596,27,38,
71,7,488,508,29,47,
71,8,787,806,36,51,
71,9,302,321,40,58,
71,10,992,1016,41,51,
71,11,1044,1058,50,70,
71,12,532,566,53,76,
71,13,1151,1178,53,81,
71,14,674,766,61,104,
71,15,1205,1221,61,85,
71,16,9,81,62,112,
71,17,872,892,65,79,
71,18,1079,1105,66,81,
71,19,620,639,67,80,
71,20,965,989,68,87,
71,21,765,812,72,106,
71,22,591,612,76,107,
71,23,206,239,79,119,
71,24,139,158,88,102,
71,25,103,127,89,128,
71,26,833,850,92,106,
71,27,992,1011,92,109,
71,28,1115,1185,93,139,
71,29,252,276,94,128,
71,30,614,634,96,127,
71,31,1057,1085,101,140,
71,32,658,676,106,134,
71,33,1184,1200,106,124,
71,34,324,368,108,137,
71,35,169,200,111,141,
71,36,51,94,112,142,
71,37,819,839,112,133,
71,38,577,594,113,135,
71,39,439,459,114,131,
71,40,518,569,115,179,
71,41,967,992,115,131,
71,42,391,417,116,152,
71,43,989,1065,137,166,
71,44,458,481,138,155,
71,45,24,67,140,165,
71,46,976,997,153,179,
71,47,152,166,155,172,
71,48,1173,1189,155,177,
71,49,329,352,160,176,
71,50,453,469,161,177,
72,0,1109,1129,8,20,
72,1,1217,1231,16,33,
72,2,97,113,34,53,
72,3,627,640,44,64,
72,4,678,923,44,138,
72,5,1054,1152,44,141,
72,6,940,1027,47,85,
72,7,312,372,51,94,
72,8,831,849,52,68,
72,9,183,314,53,137,
72,10,378,406,53,73,
72,11,8,91,54,105,
72,12,523,603,55,119,
72,13,104,192,61,145,
72,14,378,495,62,153,
72,15,1143,1219,64,121,
72,16,618,683,85,184,
72,17,914,963,96,117,
72,18,72,95,116,135,
72,19,779,800,118,137,
72,20,329,351,119,147,
72,21,551,566,137,162,
72,22,52,81,141,167,
72,23,568,585,141,156,
72,24,192,223,154,171,
72,25,119,138,157,171,
72,26,1095,1117,157,187,
72,27,26,45,159,174,
72,28,1059,1078,160,189,
72,29,966,1104,194,249,
72,30,880,946,225,249,
72,31,766,799,226,243,
72,32,806,841,226,247,
72,33,844,880,231,249,
73,0,664,683,5,29,
73,1,1194,1238,5,21,
73,2,155,188,6,22,
73,3,716,741,7,21,
73,4,120,139,8,27,
73,5,814,830,45,70,
73,6,1018,1052,54,85,
73,7,267,333,62,135,
73,8,46,63,63,77,
73,9,729,810,66,92,
73,10,661,716,67,124,
73,11,1136,1151,67,89,
73,12,306,325,68,84,
73,13,1190,1221,68,84,
73,14,156,219,82,123,
73,15,497,556,82,113,
73,16,975,998,82,100,
73,17,820,836,86,108,
73,18,632,648,88,118,
73,19,248,265,97,116,
73,20,1103,1129,99,124,
73,21,920,977,100,134,
73,22,680,759,101,201,
73,23,9,26,104,136,
73,24,764,786,104,124,
73,25,868,917,106,155,
73,26,1150,1167,107,137,
73,27,603,620,108,130,
73,28,125,213,129,209,
73,29,827,854,131,147,
73,30,640,664,132,150,
73,31,787,823,132,150,
73,32,901,928,138,161,
73,33,1090,1107,139,155,
73,34,942,962,143,163,
73,35,811,834,153,174,
73,36,541,687,157,249,
73,37,831,913,163,249,
73,38,289,378,165,249,
73,39,125,166,203,248,
73,40,1176,1239,231,249,
73,41,558,575,232,249,
74,0,341,365,7,20,
74,1,1112,1131,7,23,
74,2,916,930,25,48,
74,3,726,747,27,51,
74,4,92,106,37,56,
74,5,670,892,50,236,
74,6,1055,1238,53,234,
74,7,32,382,56,248,
74,8,523,586,59,234,
74,9,786,807,61,73,
74,10,3,22,70,104,
74,11,935,1038,70,240,
74,12,1013,1053,70,91,
74,13,643,664,78,110,
74,14,420,480,103,239,
74,15,590,608,115,145,
74,16,3,35,136,191,
75,0,464,585,5,24,
75,1,649,671,5,16,
75,2,871,949,5,28,
75,3,90,145,6,37,
75,4,353,381,6,25,
75,5,389,458,6,35,
75,6,684,711,6,18,
75,7,803,833,6,28,
75,8,972,998,6,18,
75,9,1049,1069,6,26,
75,10,1145,1171,6,20,
75,11,177,212,7,33,
75,12,249,320,7,44,
75,13,747,770,7,21,
75,14,221,249,8,26,
75,15,40,60,17,36,
75,16,755,766,23,44,
75,17,994,1036,24,38,
75,18,36,81,38,93,
75,19,192,228,40,73,
75,20,372,400,45,108,
75,21,113,137,47,65,
75,22,349,368,47,71,
75,23,413,440,58,74,
75,24,1001,1023,59,71,
75,25,496,523,60,75,
75,26,1072,1103,60,82,
75,27,588,625,63,90,
75,28,795,821,63,81,
75,29,857,871,63,81,
75,30,21,41,66,87,
75,31,301,321,67,80,
75,32,911,937,67,105,
75,33,471,494,68,92,
75,34,1010,1026,78,98,
75,35,887,916,82,102,
75,36,276,297,87,107,
75,37,235,256,98,133,
75,38,711,726,104,119,
75,39,125,148,106,141,
75,40,983,1005,106,132,
75,41,524,580,107,167,
75,42,96,122,109,132,
75,43,614,637,111,144,
75,44,672,703,111,131,
75,45,1181,1205,111,139,
75,46,42,79,119,144,
75,47,1064,1079,120,135,
75,48,1009,1024,121,141,
75,49,746,781,125,151,
75,50,919,961,125,175,
75,51,380,421,127,153,
75,52,205,223,129,166,
75,53,587,603,130,147,
75,54,1205,1221,134,149,
75,55,854,899,139,168,
75,56,352,369,141,158,
75,57,645,680,141,160,
75,58,499,516,146,168,
75,59,1184,1205,150,164,
76,0,1019,1056,5,34,
76,1,41,68,6,18,
76,2,314,385,6,37,
76,3,521,550,6,19,
76,4,733,764,6,14,
76,5,867,882,6,22,
76,6,91,115,7,21,
76,7,454,480,7,21,
76,8,486,512,7,27,
76,9,702,718,7,31,
76,10,1096,1127,7,24,
76,11,1130,1153,7,25,
76,12,1218,1233,7,24,
76,13,118,174,8,34,
76,14,413,438,8,29,
76,15,1163,1191,8,39,
76,16,560,594,9,24,
76,17,633,653,16,33,
76,18,228,245,18,32,
76,19,270,288,20,35,
76,20,960,983,23,46,
76,21,407,437,34,52,
76,22,550,571,34,51,
76,23,1147,1166,36,53,
76,24,503,535,37,59,
76,25,874,888,40,57,
76,26,795,825,41,64,
76,27,261,294,57,78,
76,28,430,470,60,92,
76,29,977,1018,60,76,
76,30,940,970,62,88,
76,31,359,393,63,97,
76,32,743,764,64,77,
76,33,781,797,66,87,
76,34,602,618,67,88,
76,35,331,349,68,83,
76,36,852,874,70,91,
76,37,56,71,74,89,
76,38,1056,1090,81,109,
76,39,260,278,82,97,
76,40,25,42,89,103,
76,41,546,590,90,121,
76,42,686,709,92,114,
76,43,508,544,95,115,
76,44,809,830,96,117,
76,45,107,135,97,112,
76,46,867,894,104,127,
76,47,351,373,115,144,
76,48,697,714,116,148,
76,49,422,442,131,145,
76,50,1005,1027,147,163,
76,51,346,361,153,181,
76,52,759,772,154,174,
76,53,315,340,156,173,
76,54,516,546,157,179,
77,0,34,55,6,22,
77,1,862,898,6,37,
77,2,501,518,7,22,
77,3,778,794,8,24,
77,4,983,1013,24,39,
77,5,787,807,30,58,
77,6,101,120,62,88,
77,7,829,845,62,79,
77,8,585,615,64,76,
77,9,77,108,78,106,
77,10,773,798,80,103,
77,11,611,627,83,100,
77,12,184,229,91,150,
77,13,233,262,97,132,
77,14,835,857,97,129,
77,15,645,681,100,132,
77,16,686,710,103,127,
77,17,593,629,106,133,
77,18,1154,1170,114,133,
77,19,152,169,118,132,
77,20,767,783,121,138,
77,21,1173,1216,130,152,
77,22,71,89,135,165,
77,23,138,150,135,160,
77,24,681,696,144,161,
77,25,34,53,151,169,
77,26,1073,1086,153,175,
78,0,7,58,5,47,
78,1,114,158,6,35,
78,2,712,756,6,44,
78,3,1214,1238,6,40,
78,4,208,230,7,22,
78,5,768,801,7,37,
78,6,1121,1138,7,22,
78,7,1191,1213,7,36,
78,8,306,325,8,27,
78,9,572,590,8,23,
78,10,926,941,8,24,
78,11,242,271,12,28,
78,12,443,468,13,31,
78,13,657,682,13,34,
78,14,801,829,13,34,
78,15,1025,1046,14,29,
78,16,1091,1106,14,29,
78,17,360,378,15,36,
78,18,62,77,22,49,
78,19,415,429,22,44,
78,20,848,885,23,44,
78,21,470,510,24,52,
78,22,1165,1184,27,44,
78,23,587,609,28,45,
78,24,562,583,31,42,
78,25,1093,1113,32,44,
78,26,317,337,35,48,
78,27,662,696,37,56,
78,28,282,300,44,60,
78,29,835,891,46,184,
78,30,57,74,55,69,
78,31,306,325,57,77,
78,32,899,940,59,81,
78,33,195,245,61,113,
78,34,1019,1050,62,76,
78,35,1109,1130,64,76,
78,36,949,978,65,78,
78,37,341,368,66,88,
78,38,632,668,68,90,
78,39,744,774,68,84,
78,40,61,91,74,95,
78,41,124,144,76,96,
78,42,1157,1180,77,97,
78,43,686,701,79,97,
78,44,565,581,85,101,
78,45,819,841,86,101,
78,46,307,329,87,104,
78,47,5,24,88,108,
78,48,60,128,92,246,
78,49,572,590,105,130,
78,50,1001,1022,106,124,
78,51,22,44,112,125,
78,52,183,211,117,132,
78,53,644,667,117,136,
78,54,240,262,126,154,
78,55,349,367,135,159,
78,56,603,629,135,152,
78,57,395,414,137,178,
78,58,975,995,142,162,
78,59,474,494,144,158,
78,60,129,146,161,180,
78,61,315,338,164,178,
79,0,1,1243,2,249,
79,1,121,128,196,232,
79,2,544,571,202,249,
79,3,7,17,215,247,
79,4,367,382,221,236,
80,0,1119,1137,5,22,
80,1,539,568,6,14,
80,2,202,231,7,23,
80,3,942,973,7,26,
80,4,1039,1082,7,24,
80,5,1096,1112,20,36,
80,6,700,744,37,60,
80,7,832,873,39,56,
80,8,939,954,48,66,
80,9,1061,1083,55,69,
80,10,270,289,61,77,
80,11,705,770,61,113,
80,12,841,907,67,106,
80,13,932,949,94,111,
80,14,995,1015,98,123,
80,15,1097,1118,98,114,
80,16,793,821,103,128,
80,17,1217,1240,105,123,
80,18,112,137,108,129,
80,19,122,233,112,172,
80,20,201,295,121,211,
80,21,351,363,125,144,
80,22,403,425,129,149,
80,23,717,735,138,156,
80,24,88,117,140,157,
80,25,1192,1228,140,158,
80,26,335,354,162,174,
81,0,112,155,6,29,
81,1,876,899,6,45,
81,2,937,963,6,16,
81,3,417,440,8,26,
81,4,24,41,9,26,
81,5,578,597,9,37,
81,6,1039,1059,12,36,
81,7,1198,1215,13,30,
81,8,1222,1239,14,29,
81,9,361,380,19,44,
81,10,244,266,23,45,
81,11,394,413,24,42,
81,12,681,715,27,43,
81,13,1083,1104,48,77,
81,14,728,755,53,85,
81,15,632,649,59,78,
81,16,579,596,61,77,
81,17,1179,1236,61,126,
81,18,267,291,70,89,
81,19,610,630,70,85,
81,20,960,975,70,85,
81,21,236,259,71,109,
81,22,176,196,76,89,
81,23,406,429,76,93,
81,24,120,139,83,108,
81,25,1024,1040,90,105,
81,26,497,535,94,115,
81,27,388,410,96,120,
81,28,206,219,99,118,
81,29,968,983,100,115,
81,30,1049,1074,102,126,
81,31,896,932,103,144,
81,32,807,838,112,139,
81,33,942,961,116,139,
81,34,565,615,119,162,
81,35,664,725,119,134,
81,36,510,553,124,144,
81,37,1191,1211,124,139,
81,38,435,467,135,159,
81,39,645,662,145,171,
81,40,829,844,146,162,
81,41,352,371,148,166,
81,42,744,789,150,175,
81,43,426,441,152,173,
81,44,117,138,153,177,
81,45,15,39,155,170,
81,46,561,578,156,172,
81,47,930,948,156,170,
81,48,290,313,161,175,
81,49,1033,1050,166,180,
82,0,499,552,5,27,
82,1,650,669,5,19,
82,2,1080,1115,5,28,
82,3,1202,1228,5,15,
82,4,124,140,6,30,
82,5,213,233,6,25,
82,6,425,449,6,37,
82,7,466,486,6,30,
82,8,775,810,6,29,
82,9,954,983,6,17,
82,10,885,902,7,28,
82,11,577,596,8,24,
82,12,270,286,10,29,
82,13,231,252,22,42,
82,14,1123,1143,25,37,
82,15,346,362,59,83,
82,16,630,656,63,78,
82,17,74,105,64,91,
82,18,503,558,70,102,
82,19,654,700,79,112,
82,20,702,1242,81,248,
82,21,69,97,97,124,
82,22,3,34,101,142,
82,23,539,591,105,172,
82,24,600,641,118,159,
82,25,498,513,139,160,
82,26,236,271,142,176,
82,27,5,28,144,194,
82,28,435,450,165,180,
82,29,810,825,199,218,
82,30,7,21,200,218,
82,31,836,857,212,246,
82,32,924,950,218,246,
82,33,721,741,225,247,
82,34,1080,1102,226,247,
82,35,1153,1172,231,247,
83,0,440,463,6,19,
83,1,1212,1237,6,18,
83,2,108,127,10,31,
83,3,497,535,32,64,
83,4,909,937,41,57,
83,5,466,481,47,65,
83,6,684,714,48,66,
83,7,1162,1181,48,66,
83,8,385,403,53,66,
83,9,1046,1062,55,77,
83,10,69,88,58,80,
83,11,8,40,59,94,
83,12,96,143,60,115,
83,13,390,417,61,88,
83,14,290,310,64,84,
83,15,1104,1119,65,86,
83,16,1138,1174,70,101,
83,17,1077,1094,73,89,
83,18,44,66,74,105,
83,19,552,591,80,95,
83,20,1202,1237,85,111,
83,21,464,481,86,102,
83,22,408,435,88,100,
83,23,1047,1074,89,107,
83,24,68,85,91,106,
83,25,497,549,91,112,
83,26,159,201,95,117,
83,27,711,730,95,109,
83,28,361,379,97,112,
83,29,996,1017,98,118,
83,30,936,961,101,112,
83,31,649,667,105,128,
83,32,1155,1178,107,129,
83,33,1212,1239,110,132,
83,34,130,149,112,133,
83,35,771,790,114,127,
83,36,626,641,120,137,
83,37,1177,1199,120,142,
83,38,967,1005,125,160,
83,39,108,133,128,159,
83,40,18,58,129,157,
83,41,233,253,129,150,
83,42,477,492,133,159,
83,43,1068,1098,133,175,
83,44,275,294,137,158,
83,45,931,965,142,159,
83,46,68,83,144,163,
83,47,691,710,147,169,
83,48,1032,1047,148,174,
83,49,1186,1204,148,174,
83,50,437,460,154,171,
83,51,1152,1173,156,178,
84,0,613,634,6,20,
84,1,657,675,9,33,
84,2,753,776,11,23,
84,3,485,500,15,33,
84,4,1170,1188,15,39,
84,5,846,883,26,45,
84,6,432,445,28,50,
84,7,116,133,37,51,
84,8,23,43,40,54,
84,9,1139,1157,40,54,
84,10,864,881,45,69,
84,11,249,390,52,119,
84,12,449,657,52,159,
84,13,867,1084,52,167,
84,14,1130,1230,53,129,
84,15,4,75,57,128,
84,16,1104,1127,61,75,
84,17,748,775,82,92,
84,18,80,240,92,188,
84,19,661,678,117,157,
84,20,58,75,118,133,
84,21,8,94,131,177,
84,22,483,532,133,160,
84,23,942,958,134,152,
84,24,1143,1159,139,162,
84,25,1108,1122,140,158,
84,26,985,1006,141,165,
84,27,1203,1218,146,169,
84,28,728,750,226,247,
84,29,690,713,227,243,
84,30,646,667,228,244,
84,31,603,626,229,247,
84,32,768,800,231,248,
84,33,822,871,237,249,
85,0,383,409,6,18,
85,1,305,327,25,40,
85,2,265,282,38,52,
85,3,411,427,40,59,
85,4,950,978,45,60,
85,5,178,485,46,163,
85,6,146,174,47,71,
85,7,974,1001,53,76,
85,8,1005,1033,57,88,
85,9,1030,1240,60,142,
85,10,1069,1101,60,72,
85,11,771,812,64,82,
85,12,839,858,64,78,
85,13,540,727,85,130,
85,14,834,870,88,111,
85,15,891,945,89,163,
85,16,950,1005,91,175,
85,17,761,812,97,127,
85,18,1008,1028,116,151,
85,19,195,211,118,147,
85,20,111,134,119,156,
85,21,142,186,120,165,
85,22,516,526,122,145,
85,23,863,881,126,153,
85,24,1096,1125,149,189,
85,25,756,778,153,176,
85,26,8,34,162,188,
85,27,585,600,167,183,
86,0,766,794,5,14,
86,1,834,852,6,22,
86,2,176,190,38,56,
86,3,219,240,59,71,
86,4,848,867,59,73,
86,5,904,923,60,86,
86,6,967,993,60,77,
86,7,586,597,63,86,
86,8,1193,1207,63,89,
86,9,707,723,69,105,
86,10,776,794,73,95,
86,11,136,153,77,102,
86,12,340,366,84,97,
86,13,630,667,86,124,
86,14,1089,1109,88,103,
86,15,1052,1076,92,126,
86,16,287,325,94,132,
86,17,784,806,99,119,
86,18,1162,1188,106,131,
86,19,66,85,107,129,
86,20,530,566,110,130,
86,21,42,70,120,160,
86,22,791,809,122,146,
86,23,729,746,126,164,
86,24,666,687,129,144,
86,25,1072,1095,137,148,
86,26,860,875,141,159,
86,27,607,651,142,179,
86,28,422,446,154,167,
86,29,548,567,156,170,
86,30,1209,1232,160,177,
87,0,61,152,4,20,
87,1,521,646,4,24,
87,2,804,838,4,22,
87,3,847,927,4,13,
87,4,764,794,5,17,
87,5,269,294,6,22,
87,6,657,713,6,21,
87,7,1074,1116,6,13,
87,8,1170,1218,6,20,
87,9,1115,1138,11,30,
87,10,524,552,18,34,
87,11,796,817,26,41,
87,12,841,885,29,51,
87,13,204,222,30,46,
87,14,659,681,38,68,
87,15,965,984,42,55,
87,16,587,619,74,93,
87,17,1003,1029,77,91,
87,18,903,922,83,128,
87,19,1181,1199,86,103,
87,20,463,493,91,111,
87,21,430,819,93,249,
87,22,1016,1062,95,116,
87,23,578,590,98,120,
87,24,981,999,110,124,
87,25,658,677,111,127,
87,26,348,366,113,134,
87,27,1,73,114,171,
87,28,323,340,119,136,
87,29,183,300,123,189,
87,30,880,905,124,144,
87,31,100,123,138,159,
87,32,68,92,158,178,
87,33,921,941,158,190,
87,34,896,916,159,178,
87,35,360,417,164,204,
87,36,818,880,166,187,
87,37,528,583,189,236,
87,38,455,523,196,244,
87,39,404,436,205,249,
87,40,718,738,205,247,
87,41,787,881,210,248,
87,42,932,964,222,244,
87,43,373,386,226,247,
88,0,520,536,5,24,
88,1,336,359,6,27,
88,2,842,898,6,47,
88,3,253,267,7,38,
88,4,409,451,7,21,
88,5,760,782,8,36,
88,6,741,758,10,25,
88,7,803,832,11,33,
88,8,465,497,13,40,
88,9,942,975,13,40,
88,10,95,115,17,39,
88,11,651,680,19,35,
88,12,1059,1097,20,40,
88,13,1156,1188,26,55,
88,14,712,738,28,58,
88,15,445,455,32,60,
88,16,665,692,35,48,
88,17,362,379,37,58,
88,18,1194,1221,37,71,
88,19,529,551,41,77,
88,20,1005,1023,46,71,
88,21,389,425,51,82,
88,22,666,685,55,82,
88,23,470,497,61,87,
88,24,17,57,65,102,
88,25,696,712,67,90,
88,26,843,864,69,102,
88,27,730,748,70,95,
88,28,931,960,74,91,
88,29,509,538,78,98,
88,30,245,281,87,112,
88,31,1163,1173,103,128,
88,32,1004,1031,112,150,
88,33,203,223,114,135,
88,34,393,415,116,136,
88,35,881,900,118,138,
88,36,951,975,118,133,
88,37,43,76,119,145,
88,38,1104,1128,121,139,
88,39,327,355,130,164,
88,40,638,670,135,215,
88,41,807,828,135,152,
88,42,990,1015,137,156,
88,43,368,386,138,160,
88,44,462,496,139,161,
88,45,1183,1198,142,158,
88,46,419,435,149,171,
88,47,12,45,150,218,
88,48,139,179,150,177,
88,49,948,969,151,178,
88,50,353,371,158,175,
89,0,380,398,6,23,
89,1,61,90,23,48,
89,2,9,34,40,53,
89,3,50,65,45,63,
89,4,434,457,60,80,
89,5,836,860,71,87,
89,6,131,172,75,94,
89,7,915,938,75,87,
89,8,191,215,79,110,
89,9,943,973,88,122,
89,10,7,35,92,135,
89,11,802,853,93,117,
89,12,123,161,94,124,
89,13,690,717,100,141,
89,14,784,804,101,123,
89,15,1138,1160,101,122,
89,16,1185,1222,101,119,
89,17,248,274,102,126,
89,18,1033,1051,105,120,
89,19,1055,1071,105,129,
89,20,393,411,107,131,
89,21,547,564,107,131,
89,22,36,54,111,125,
89,23,341,359,111,125,
89,24,205,225,114,128,
89,25,977,994,114,132,
89,26,412,440,121,149,
89,27,354,390,131,156,
89,28,1048,1071,132,155,
89,29,455,478,138,160,
89,30,1164,1177,138,165,
89,31,1184,1201,144,167,
89,32,786,803,148,164,
89,33,499,519,150,172,
89,34,719,740,151,172,
89,35,322,337,152,168,
90,0,462,478,8,35,
90,1,64,82,16,32,
90,2,538,554,24,40,
90,3,278,298,26,55,
90,4,431,457,27,44,
90,5,791,819,53,68,
90,6,422,441,55,69,
90,7,692,706,63,81,
90,8,1004,1023,63,78,
90,9,1226,1237,63,87,
90,10,188,216,65,109,
90,11,53,68,70,85,
90,12,503,530,71,94,
90,13,544,580,75,97,
90,14,90,120,78,99,
90,15,739,757,84,99,
90,16,582,600,88,106,
90,17,624,651,90,129,
90,18,1041,1076,91,116,
90,19,36,54,93,112,
90,20,171,194,94,116,
90,21,917,960,94,111,
90,22,863,887,95,110,
90,23,691,717,99,134,
90,24,7,27,100,141,
90,25,778,813,100,111,
90,26,100,146,107,140,
90,27,418,446,113,152,
90,28,1142,1161,114,130,
90,29,70,93,115,128,
90,30,445,468,117,143,
90,31,585,613,117,140,
90,32,930,955,119,157,
90,33,524,539,121,136,
90,34,363,392,122,161,
90,35,659,679,122,151,
90,36,205,243,124,154,
90,37,777,807,126,155,
90,38,42,60,129,142,
90,39,983,1002,129,158,
90,40,710,727,130,162,
90,41,343,365,131,147,
90,42,552,569,131,145,
90,43,882,909,135,166,
90,44,1148,1169,146,167,
90,45,268,310,149,170,
90,46,228,261,151,174,
90,47,1053,1076,158,169,
91,0,7,34,5,15,
91,1,88,110,7,22,
91,2,595,628,7,25,
91,3,1184,1226,7,27,
91,4,886,909,8,22,
91,5,204,247,9,25,
91,6,692,706,9,27,
91,7,742,758,12,28,
91,8,45,66,51,81,
91,9,76,115,59,82,
91,10,490,508,60,75,
91,11,374,405,61,104,
91,12,267,306,65,132,
91,13,990,1013,68,91,
91,14,763,821,71,97,
91,15,558,607,78,129,
91,16,39,56,82,97,
91,17,614,631,82,101,
91,18,1211,1227,87,103,
91,19,158,173,88,107,
91,20,1179,1197,88,107,
91,21,500,520,90,102,
91,22,895,923,90,112,
91,23,11,28,93,114,
91,24,1068,1086,94,117,
91,25,928,947,96,114,
91,26,218,235,98,138,
91,27,432,463,98,145,
91,28,172,198,102,123,
91,29,757,785,105,126,
91,30,525,549,106,127,
91,31,1103,1126,108,131,
91,32,47,109,109,140,
91,33,660,683,114,138,
91,34,1199,1210,115,136,
91,35,502,519,117,132,
91,36,932,958,118,137,
91,37,824,845,119,151,
91,38,471,486,120,139,
91,39,982,1012,121,135,
91,40,1160,1205,121,153,
91,41,606,631,124,146,
91,42,1017,1051,127,155,
91,43,859,884,128,145,
91,44,1119,1151,129,152,
91,45,887,928,142,176,
91,46,1005,1020,143,158,
91,47,167,194,147,175,
91,48,562,579,148,165,
91,49,475,506,150,164,
91,50,96,112,152,170,
91,51,681,711,154,168,
91,52,57,81,155,169,
91,53,805,823,155,168,
91,54,854,870,158,176,
91,55,638,661,159,173,
92,0,22,50,6,16,
92,1,717,737,6,19,
92,2,963,977,6,24,
92,3,770,786,7,22,
92,4,885,900,19,38,
92,5,276,294,22,45,
92,6,705,720,26,44,
92,7,119,146,72,86,
92,8,673,686,75,106,
92,9,326,351,77,97,
92,10,492,505,81,101,
92,11,891,906,82,99,
92,12,835,854,85,97,
92,13,1147,1171,85,104,
92,14,1198,1215,98,117,
92,15,1168,1181,102,135,
92,16,270,339,105,163,
92,17,117,160,106,154,
92,18,627,652,106,120,
92,19,708,728,107,124,
92,20,948,972,110,123,
92,21,909,933,114,135,
92,22,398,413,116,156,
92,23,759,782,117,133,
92,24,983,1003,118,136,
92,25,578,617,122,154,
92,26,673,718,123,163,
92,27,6,35,125,157,
92,28,1083,1096,134,162,
92,29,1159,1180,139,160,
92,30,1037,1069,140,176,
92,31,1222,1236,143,160,
92,32,753,767,144,164,
92,33,548,569,147,169,
92,34,1194,1218,151,166,
92,35,222,238,157,172,
92,36,462,482,160,174,
93,0,153,364,5,249,
93,1,446,461,5,21,
93,2,718,1060,5,247,
93,3,504,532,6,39,
93,4,655,679,6,21,
93,5,316,340,7,31,
93,6,438,715,7,204,
93,7,886,917,7,35,
93,8,481,497,10,28,
93,9,558,584,11,38,
93,10,106,127,12,59,
93,11,272,285,17,37,
93,12,1215,1239,21,73,
93,13,1037,1057,28,40,
93,14,1042,1174,36,135,
93,15,3,58,39,177,
93,16,346,431,39,196,
93,17,294,312,41,67,
93,18,72,145,73,187,
93,19,1120,1242,83,186,
93,20,416,431,126,157,
93,21,1085,1098,137,162,
93,22,716,743,164,183,
93,23,1067,1096,167,180,
93,24,243,258,208,248,
93,25,954,967,224,247,
94,0,324,358,6,15,
94,1,53,70,7,23,
94,2,120,137,18,36,
94,3,388,413,20,35,
94,4,510,534,30,49,
94,5,1081,1098,45,69,
94,6,318,334,59,74,
94,7,679,695,72,90,
94,8,100,134,83,138,
94,9,1043,1078,87,104,
94,10,939,967,92,113,
94,11,570,602,93,116,
94,12,206,225,95,110,
94,13,990,1012,98,110,
94,14,682,699,103,117,
94,15,918,935,109,128,
94,16,1080,1110,119,145,
94,17,514,526,120,141,
94,18,972,1012,138,167,
94,19,1204,1236,140,154,
94,20,320,337,146,165,
94,21,585,608,154,168,
94,22,139,156,158,174,
94,23,47,64,160,180,
95,0,137,154,18,35,
95,1,1075,1242,44,144,
95,2,430,663,50,171,
95,3,1069,1085,53,68,
95,4,2,145,55,165,
95,5,1015,1033,87,100,
95,6,170,191,90,116,
95,7,1049,1082,90,122,
95,8,699,943,96,171,
95,9,453,479,110,143,
95,10,945,1014,110,158,
95,11,215,356,114,163,
95,12,1036,1057,130,171,
95,13,1001,1022,144,160,
95,14,1212,1227,152,169,
95,15,823,841,166,182,
96,0,212,246,4,14,
96,1,795,916,4,43,
96,2,925,1072,4,32,
96,3,146,198,5,18,
96,4,255,290,5,16,
96,5,1195,1215,5,18,
96,6,676,696,6,19,
96,7,116,140,7,21,
96,8,729,751,7,27,
96,9,1146,1175,30,53,
96,10,61,94,31,60,
96,11,420,443,33,47,
96,12,1034,1064,39,88,
96,13,151,187,42,59,
96,14,117,148,46,92,
96,15,1194,1208,59,81,
96,16,358,383,62,90,
96,17,798,818,69,90,
96,18,97,123,73,94,
96,19,999,1015,76,91,
96,20,342,360,87,102,
96,21,1,52,101,210,
96,22,809,866,102,117,
96,23,1020,1037,103,120,
96,24,598,615,108,125,
96,25,718,748,112,141,
96,26,890,934,126,184,
96,27,64,94,132,148,
96,28,1094,1115,134,147,
96,29,736,806,140,197,
96,30,599,621,143,155,
96,31,826,851,145,161,
96,32,930,945,151,166,
96,33,1091,1114,156,175,
96,34,604,632,211,235,
96,35,726,754,221,249,
97,0,785,819,7,23,
97,1,1093,1114,35,49,
97,2,547,567,39,61,
97,3,816,834,50,79,
97,4,679,702,65,82,
97,5,30,66,76,111,
97,6,650,669,94,124,
97,7,961,990,96,127,
97,8,1201,1219,97,110,
97,9,221,258,98,114,
97,10,450,532,99,126,
97,11,261,280,100,113,
97,12,1078,1094,112,139,
97,13,1040,1052,113,134,
97,14,206,233,117,133,
97,15,769,785,117,132,
97,16,391,408,118,133,
97,17,1194,1222,124,144,
97,18,991,1021,125,140,
97,19,113,145,126,148,
97,20,523,552,132,150,
97,21,448,469,146,160,
97,22,483,504,153,175,
98,0,977,1001,5,21,
98,1,330,367,6,18,
98,2,354,372,26,39,
98,3,296,321,27,50,
98,4,6,21,41,76,
98,5,132,154,55,74,
98,6,425,446,64,75,
98,7,540,556,65,80,
98,8,655,670,80,108,
98,9,189,234,82,119,
98,10,1061,1080,83,98,
98,11,837,879,84,121,
98,12,252,272,87,111,
98,13,1131,1217,88,133,
98,14,480,529,89,136,
98,15,959,989,89,109,
98,16,574,590,90,120,
98,17,80,106,91,121,
98,18,298,317,93,122,
